region_name,region_kr_name,continent,iso_country
Beni Suef Governorate,베니 수에프 주,AF,EG
Cairo Governorate,카이로 주,AF,EG
Dakahlia Governorate,다칼리아 주,AF,EG
Damietta Governorate,다미에타 주,AF,EG
Faiyum Governorate,파이윰 주,AF,EG
Gharbia Governorate,가르비아 주,AF,EG
Giza Governorate,기자주,AF,EG
Ismailia Governorate,이스마일리아 주,AF,EG
South Sinai Governorate,남부 시나이 주,AF,EG
Qalyubia Governorate,칼류비아 주,AF,EG
Kafr el-Sheikh Governorate,카프르 엘 셰이크 주,AF,EG
Qena Governorate,케나 주,AF,EG
Luxor Governorate,룩소르 주,AF,EG
Minya Governorate,민야주,AF,EG
Monufia Governorate,모노피아 주,AF,EG
Matruh Governorate,마트루주,AF,EG
Port Said Governorate,포트사이드주,AF,EG
Sohag Governorate,소하그주,AF,EG
Sharqia Governorate,샤르키아 주,AF,EG
North Sinai Governorate,북시나이주,AF,EG
Suez Governorate,수에즈 주,AF,EG
New Valley Governorate,뉴밸리 주,AF,EG
Asturias,아스투리아스,EU,ES
Cantabria,칸타브리아,EU,ES
Ceuta (city),세우타(도시),EU,ES
Canary Islands,카나리아 제도,EU,ES
Catalonia,카탈로니아,EU,ES
Extremadura,에스트레마두라,EU,ES
Galicia,갈리시아,EU,ES
Islas Baleares,이슬라스 발레아레스,EU,ES
Murcia (region),무르시아(지역),EU,ES
Madrid (community),마드리드(커뮤니티),EU,ES
Melilla (city),멜리야(도시),EU,ES
Navarra,나바라,EU,ES
Basque Country,바스크 지방,EU,ES
La Rioja,라리오하,EU,ES
Valencia (community),발렌시아(커뮤니티),EU,ES
Addis Ababa,아디스 아바바,AF,ET
Afar Region,아파르 지역,AF,ET
Amhara Region,암하라 지역,AF,ET
Benishangul-Gumuz Region,베니샨굴-구무즈 지역,AF,ET
Dire Dawa,디레 다와,AF,ET
Gambela Region,감벨라 지역,AF,ET
Harari Region,하라리 지역,AF,ET
Oromia Region,오로미아 지역,AF,ET
"Southern Nations, Nationalities, and Peoples' Region","남부 국가, 국적 및 민족 지역",AF,ET
Somali Region,소말리아 지역,AF,ET
Tigray Region,티그레이 지역,AF,ET
Sidama Region,시다마 지역,AF,ET
South Karelia Region,남카렐리야 지역,EU,FI
South Ostrobothnia Region,남오스트로보스니아 지역,EU,FI
Southern Savonia Region,남부 사보니아 지역,EU,FI
Kainuu Region,카이누 지역,EU,FI
Central Ostrobothnia Region,중앙 오스트로보스니아 지역,EU,FI
Central Finland Region,핀란드 중부 지역,EU,FI
Kymenlaakso Region,키멘락소 지역,EU,FI
Pirkanmaa Region,피르칸마 지역,EU,FI
North Karelia Region,북카렐리아 지역,EU,FI
North Ostrobothnia Region,북오스트로보스니아 지역,EU,FI
Northern Savonia Region,북부 사보니아 지역,EU,FI
Satakunta Region,사타쿤타 지역,EU,FI
Uusimaa Region,우시마 지역,EU,FI
Southwest Finland Region,핀란드 남서부 지역,EU,FI
Central Division,중앙 디비전,OC,FJ
Eastern Division,동부 디비전,OC,FJ
Northern Division,북부 디비전,OC,FJ
Rotuma (dependency),로투마(종속성),OC,FJ
Western Division,서부지구,OC,FJ
Kosrae State,코스라에 주,OC,FM
Pohnpei State,폰페이 주,OC,FM
Chuuk State,추크 주,OC,FM
Yap State,얍 주,OC,FM
Centre-Val de Loire,Centre-Val de Loire,EU,FR
Grand Est,그랜드 에스트,EU,FR
Hauts-de-France,오드프랑스,EU,FR
Pays-de-la-Loire,페이드라루아르,EU,FR
Estuaire Province,에스투에르 주,AF,GA
Nyanga Province,냥가 주,AF,GA
Woleu-Ntem Province,울뢰엔템 주,AF,GA
England,영국,EU,GB
Saint Andrew,세인트 앤드류,NA,GD
Saint David,세인트 데이비드,NA,GD
Saint George,세인트 조지,NA,GD
Saint John,세인트 존,NA,GD
Saint Mark,세인트 마크,NA,GD
Saint Patrick,성 패트릭,NA,GD
Guria,구리아,AS,GE
Mtskheta-Mtianeti,므츠헤타-므티아네티,AS,GE
Racha-Lechkhumi and Kvemo Svaneti,라차-레치쿠미와 크베모 스바네티,AS,GE
Samtskhe-Javakheti,삼츠헤-자바케티,AS,GE
Shida Kartli,시다 카르틀리,AS,GE
Samegrelo-Zemo Svaneti,사메그렐로-제모 스바네티,AS,GE
Cayenne,고추,SA,GF
Saint-Laurent-du-Maroni,생로랑뒤마로니,SA,GF
Greater Accra Region,광역 아크라 지역,AF,GH
Ashanti Region,아샨티 지역,AF,GH
Brong-Ahafo Region,브롱아하포 지역,AF,GH
Central Region,중앙 지역,AF,GH
Eastern Region,동부지역,AF,GH
Northern Region,북부지역,AF,GH
Volta Region,볼타 지역,AF,GH
Upper East Region,어퍼 이스트 지역,AF,GH
Upper West Region,어퍼웨스트 지역,AF,GH
Western Region,서부지역,AF,GH
Banjul City,반줄시,AF,GM
Conakry Special Zone,코나크리 특구,AF,GN
Kindia Region,킨디아 지역,AF,GN
Faranah Region,파라나 지역,AF,GN
Kankan Region,칸칸 지방,AF,GN
Mamou Region,마모우 지역,AF,GN
Bioko Norte Province,비오코 노르테 주,AF,GQ
Bioko Sur Province,비오코수르 주,AF,GQ
Centro Sur Province,센트로 수르 주,AF,GQ
Kie-Ntem Province,키엔템 주,AF,GQ
Litoral Province,리토랄 주,AF,GQ
Wele-Nzas Province,벨레은자스 주,AF,GQ
Eastern Macedonia and Thrace,동부 마케도니아 및 트라키아,EU,GR
Western Greece,서부 그리스,EU,GR
Attica,아티카,EU,GR
Alta Verapez Department,알타베라페스 주,NA,GT
Baja Verapez Department,바하 베라페스 부서,NA,GT
Chimaltenango Department,치말테낭고 주,NA,GT
Chiquimula Department,치키물라학과,NA,GT
Escuintla Department,에스쿠인틀라 부서,NA,GT
Guatemala Department,과테말라 주,NA,GT
Huehuetenango Department,후에우에테낭고 주,NA,GT
Izabal Department,이사발주,NA,GT
Jalapa Department,잘라파 학과,NA,GT
Jutiapa Department,후티아파 부서,NA,GT
El Progreso Department,엘 프로그레소 부서,NA,GT
Quetzaltenango Department,케찰테낭고 주,NA,GT
Retalhuleu Department,레탈룰르학과,NA,GT
San Marcos Department,샌마르코스 주,NA,GT
Santa Rosa Department,산타로사 주,NA,GT
Totonicap'an Department,토토니캅안 부서,NA,GT
Zacapa Department,자카파 부서,NA,GT
Bolama Region,볼라마 지역,AF,GW
Biombo Region,비옴보 지역,AF,GW
Bissau Autonomous Sector,비사우 자치 부문,AF,GW
Cacheu Region,카체우 지역,AF,GW
Gabu Region,가부지역,AF,GW
Oio Region,오이오 지역,AF,GW
Quloara Region,쿠로아라 지역,AF,GW
Tombali Region,톰발리 지역,AF,GW
Barima-Waini,바리마-와이니,SA,GY
Cuyuni-Mazaruni,쿠유니-마자루니,SA,GY
Demerara-Mahaica,데메라라-마하이카,SA,GY
East Berbice-Corentyne,이스트 버비스-코렌타인,SA,GY
Essequibo Islands-West Demerara,에세퀴보 제도-웨스트 데메라라,SA,GY
Mahaica-Berbice,마하이카-버비스,SA,GY
Pomeroon-Supenaam,포메룬-수페남,SA,GY
Potaro-Siparuni,포타로-시파루니,SA,GY
Upper Demerara-Berbice,어퍼 데메라라-버비스,SA,GY
Upper Takutu-Upper Essequibo,어퍼 타쿠투-어퍼 에세퀴보,SA,GY
Choluteca Department,촐루테카 부서,NA,HN
Comayagua Department,코마야과주,NA,HN
Gracias a Dios Department,그라시아스 아 디오스 부서,NA,HN
Lempira Department,렘피라 부서,NA,HN
La Paz Department,라파스 주,NA,HN
Ocotepeque Department,옥테페케 부서,NA,HN
Olancho Department,올란초 학과,NA,HN
Valle Department,발레 부서,NA,HN
Yoro Department,요로과,NA,HN
Zagreb County,자그레브 카운티,EU,HR
Krapina-Zagorje County,크라피나-자고르예 카운티,EU,HR
Sisak-Moslavina County,시사크-모슬라비나 카운티,EU,HR
Karlovac County,카를로바츠 카운티,EU,HR
Bjelovar-Bilogora County,벨로바르-빌로고라 카운티,EU,HR
Primorje-Gorski Kotar County,Primorje-Gorski 코타르 카운티,EU,HR
Lika-Senj County,리카센주,EU,HR
Virovitica-Podravina County,비로비티차-포드라비나 카운티,EU,HR
Brod-Posavina County,브로드-포사비나 카운티,EU,HR
Zadar County,자다르 카운티,EU,HR
Osijek-Baranja County,오시예크-바란자 카운티,EU,HR
Vukovar-Srijem County,부코바르-스리젬 주,EU,HR
Split-Dalmatia County,스플리트달마티아 카운티,EU,HR
Istria County,이스트리아 카운티,EU,HR
Dubrovnik-Neretva County,두브로브니크-네레트바 카운티,EU,HR
Me岷imurje County,Me岷imurje 카운티,EU,HR
Zagreb (city),자그레브(도시),EU,HR
Artibonite Department,아티보니트 부서,NA,HT
Centre Department,센터부서,NA,HT
Grande'Anse Department,그란데안세 부서,NA,HT
Nord Department,노드 부서,NA,HT
Nord-Est Department,북동부,NA,HT
Nippes Department,니플스 부서,NA,HT
Nord-Ouest Department,북서부,NA,HT
Ouest Department,서부부,NA,HT
Sud Department,수드 부서,NA,HT
Sud-Est Department,남동부,NA,HT
Baranya County,바라냐 카운티,EU,HU
Budapest (capital city),부다페스트 (수도),EU,HU
Debrecen (city),데브레첸(도시),EU,HU
Eger (city),에게르(도시),EU,HU
Hajdu-Bihar County,하지두-비하르 주,EU,HU
Heves County,헤베스 카운티,EU,HU
Miskolc (city),미슈콜츠(도시),EU,HU
Nagykanizsa (city),나기카니자(도시),EU,HU
Pest County,페스트 카운티,EU,HU
Szeged (city),세게드(도시),EU,HU
Szombathely (city),솜바틀리(도시),EU,HU
Szolnok (city),졸노크(도시),EU,HU
Sopron (city),쇼프론(도시),EU,HU
Somogy County,소비지 카운티,EU,HU
Tolna County,톨나 카운티,EU,HU
Vas County,바스 카운티,EU,HU
Zala County,잘라 카운티,EU,HU
Zalaegerszeg (city),Zalaegerszeg(도시),EU,HU
Aceh,아체,AS,ID
Bali,발리,AS,ID
Bangka Belitung,방카 벨리퉁,AS,ID
Bengkulu,벵쿨루,AS,ID
Banten,반텐,AS,ID
Gorontalo,고론탈로,AS,ID
Jambi,잠비,AS,ID
Jawa Barat (West Java),자와 바라트(서자바),AS,ID
Jawa Timur (East Java),자와티무르(동자바),AS,ID
Jakarta Raya,자카르타 라야,AS,ID
Jawa Tengah (Central Java),자와 텡가(중부 자바),AS,ID
Kalimantan Barat (West Kalimantan),칼리만탄 바라트(서칼리만탄),AS,ID
Kalimantan Timur (East Kalimantan),칼리만탄 티무르(동칼리만탄),AS,ID
Kepulauan Riau,케풀라우안 리아우,AS,ID
Kalimantan Selatan (South Kalimantan),칼리만탄 셀라탄(남부 칼리만탄),AS,ID
Lampung,람풍,AS,ID
Maluku,말루쿠,AS,ID
Maluku Utara (North Maluku),말루쿠 우타라(북 말루쿠),AS,ID
Nusa Tenggara Barat (West Nusa Tenggara),누사 텡가라 바라트(서부 누사 텡가라),AS,ID
Nusa Tenggara Timur (East Nusa Tenggara),누사 텡가라 티무르(동부 누사 텡가라),AS,ID
Papua,파푸아,AS,ID
Riau,리아우,AS,ID
Sulawesi Utara (North Sulawesi),술라웨시 우타라(북술라웨시),AS,ID
Sumatera Barat (West Sumatra),수마트라 바라트(서수마트라),AS,ID
Sulawesi Tenggara (Southeast Sulawesi),술라웨시 텡가라(술라웨시 남동부),AS,ID
Sulawesi Selatan (South Sulawesi),술라웨시 셀라탄(남술라웨시),AS,ID
Sumatera Selatan (South Sumatra),수마트라 셀라탄(수마트라 남부),AS,ID
Sulawesi Tengah (Central Sulawesi),술라웨시 텡가(술라웨시 중부),AS,ID
Sumatera Utara (North Sumatra),수마트라 우타라(북 수마트라),AS,ID
Yogyakarta,족자카르타,AS,ID
County Cork,카운티 코크,EU,IE
County Clare,카운티 클레어,EU,IE
County Cavan,카운티 캐번,EU,IE
County Carlow,카운티 칼로,EU,IE
County Dublin,더블린 카운티,EU,IE
County Donegal,카운티 도네갈,EU,IE
County Galway,카운티 골웨이,EU,IE
County Kildare,카운티 킬데어,EU,IE
County Kilkenny,카운티 킬케니,EU,IE
County Kerry,카운티 케리,EU,IE
County Longford,카운티 롱포드,EU,IE
County Louth,카운티 라우스,EU,IE
County Limerick,카운티 리머릭,EU,IE
County Leitrim,카운티 레이트림,EU,IE
County Laois,라오이스 카운티,EU,IE
County Meath,카운티 미스,EU,IE
County Monaghan,카운티 모나한,EU,IE
County Mayo,마요 카운티,EU,IE
County Offaly,카운티 오팔리,EU,IE
County Roscommon,카운티 로스커먼,EU,IE
County Sligo,카운티 슬라이고,EU,IE
County Tipperary,카운티 티퍼레리,EU,IE
County Waterford,카운티 워터퍼드,EU,IE
County Westmeath,카운티 웨스트미스,EU,IE
County Wicklow,카운티 위클로,EU,IE
County Wexford,카운티 웩스퍼드,EU,IE
Andaman and Nicobar Islands,안다만 니코바르 제도,AS,IN
Andhra Pradesh,안드라프라데시,AS,IN
Arunachal Pradesh,아루나찰프라데시,AS,IN
Assam,아삼,AS,IN
Bihar,비하르,AS,IN
Chandigarh,찬디가르,AS,IN
Chhattisgarh,차티스가르,AS,IN
Dadra and Nagar Haveli and Daman and Diu,"다드라와 나가르 하벨리, 다만과 디우",AS,IN
Delhi (National Capital Territory),델리(수도 지역),AS,IN
Goa,고아,AS,IN
Gujarat,구자라트,AS,IN
Himachal Pradesh,히마찰프라데시,AS,IN
Haryana,하리아나,AS,IN
Jharkhand,자르칸드,AS,IN
Jammu and Kashmir,잠무카슈미르,AS,IN
Karnataka,카르나타카,AS,IN
Kerala,케 랄라,AS,IN
Ladakh,라다크,AS,IN
Lakshadweep,락샤드위프,AS,IN
Meghalaya,메갈라야,AS,IN
Maharashtra,마하라슈트라,AS,IN
Manipur,마니푸르,AS,IN
Madhya Pradesh,마디 야 프라데시,AS,IN
Mizoram,미조람,AS,IN
Nagaland,나가랜드,AS,IN
Punjab,펀자브어,AS,IN
Pondicherry,폰디체리,AS,IN
Rajasthan,라자스탄,AS,IN
Sikkim,시킴,AS,IN
Telangana,텔랑가나,AS,IN
Tamil Nadu,타밀나두어,AS,IN
Tripura,트리푸라,AS,IN
Uttar Pradesh,우타르프라데시,AS,IN
Uttarakhand,우타라칸드,AS,IN
West Bengal,서 뱅갈,AS,IN
Markazi Province,마르카지 주,AS,IR
Gilan Province,길란주,AS,IR
Mazandaran Province,마잔다란주,AS,IR
East Azerbaijan Province,동아제르바이잔 주,AS,IR
West Azerbaijan Province,서부아제르바이잔 주,AS,IR
Kermanshah Province,케르만샤 주,AS,IR
Khuzestan Province,후제스탄 주,AS,IR
Fars Province,파르스주,AS,IR
Kerman Province,케르만주,AS,IR
Razavi Khorasan Province,라자비호라산 주,AS,IR
Isfahan Province,이스파한 주,AS,IR
Sistan and Baluchestan Province,시스탄 및 발루체스탄 주,AS,IR
Kurdistan Province,쿠르디스탄 주,AS,IR
Hamadan Province,하마단 주,AS,IR
Chaharmahal and Bakhtiari Province,차하르마할 및 바크티아리 주,AS,IR
Lorestan Province,로레스탄 주,AS,IR
Iiam Province,이암주,AS,IR
Kohgiluyeh and Boyer-Ahmad Province,코길루예 및 보이어-아마드 주,AS,IR
Bushehr Province,부쉐르 주,AS,IR
Zanjan Province,잔잔 주,AS,IR
Semnan Province,셈난 주,AS,IR
Yazd Province,야즈드주,AS,IR
Hormozgan Province,호르모즈간 주,AS,IR
Tehran Province,테헤란 주,AS,IR
Ardabil Province,아르다빌 주,AS,IR
Qom Province,콤 주,AS,IR
Qazvin Province,카즈빈 주,AS,IR
Golestan Province,골레스탄 주,AS,IR
North Khorasan Province,북호라산 주,AS,IR
South Khorasan Province,남부 호라산 주,AS,IR
Alborz Province,알보르즈 주,AS,IR
Kingston Parish,킹스턴 교구,NA,JM
Saint Andrew Parish,세인트 앤드류 교구,NA,JM
Saint Thomas Parish,세인트 토마스 교구,NA,JM
Portland Parish,포틀랜드 교구,NA,JM
Saint Mary Parish,세인트 메리 교구,NA,JM
Saint Ann Parish,세인트 앤 교구,NA,JM
Trelawny Parish,트릴로니 교구,NA,JM
Saint James Parish,세인트 제임스 교구,NA,JM
Hanover Parish,하노버 교구,NA,JM
Westmoreland,웨스트모어랜드,NA,JM
Saint Elizabeth Parish,세인트 엘리자베스 교구,NA,JM
Manchester Parish,맨체스터 교구,NA,JM
Clarendon Parish,클라렌던 교구,NA,JM
Saint Catherine Parish,세인트 캐서린 교구,NA,JM
Ajln Governorate,아즐른 주,AS,JO
Amman Governorate,암만 주,AS,JO
Al 'Aqaba Governorate,알아카바주,AS,JO
At Tafilah Governorate,타필라 주에서,AS,JO
Az Zarga Governorate,아즈 자르가 주,AS,JO
Al Balqa' Governorate,알 발카 주,AS,JO
Jarash Governorate,자라쉬주,AS,JO
Irbid Governorate,이르비드주,AS,JO
Al Karak Governorate,알 카락 주,AS,JO
Al Mafraq Governorate,알 마프라크 주,AS,JO
Madaba Governorate,마다바 주,AS,JO
Ma'an Governorate,마안주,AS,JO
Nairobi Province,나이로비 주,AF,KE
Nyanza Province,냔자 주,AF,KE
Rift Valley Province,리프트 밸리 주,AF,KE
Batken Region,바켄 지역,AS,KG
Bishkek City,비슈케크 시티,AS,KG
Osh City,오쉬 시티,AS,KG
Jalal-Abad Region,잘랄아바드 지역,AS,KG
Naryn Region,나린 지역,AS,KG
Osh Region,오쉬 지역,AS,KG
Talas Region,탈라스 지역,AS,KG
Gilbert Islands,길버트 제도,OC,KI
Line Islands,라인 제도,OC,KI
Phoenix Islands,피닉스 제도,OC,KI
Anjouan (Ndzouani),앙주안(Ndzouani),AF,KM
Grande Comore (Ngazidja),그란데 코모레(Ngazidja),AF,KM
Pyongyang (capital city),평양(수도),AS,KP
Chagang Province,자강도,AS,KP
South Hwanghae Province,황해남도,AS,KP
North Hwanghae Province,황해북도,AS,KP
Kangwon Province,강원도,AS,KP
South Hamgyong Province,함경남도,AS,KP
North Hamgyong Province,함경북도,AS,KP
Seoul Teugbyeolsi,서울특별시,AS,KR
Busan Gwang'yeogsi,부산 광역시,AS,KR
Daegu Gwang'yeogsi,대구 광역시,AS,KR
Incheon Gwang'yeogsi,인천 광역시,AS,KR
Gwangju Gwang'yeogsi,광주광역시,AS,KR
Daejeon Gwang'yeogsi,대전 광역시,AS,KR
Ulsan Gwang'yeogsi,울산 광역시,AS,KR
Gyeonggido,경기도,AS,KR
Gang'weondo,강원도,AS,KR
Chungcheongbugdo,충청북도,AS,KR
Chungcheongnamdo,충청남도,AS,KR
Jeonrabugdo,전라북도,AS,KR
Jeonranamdo,전라남도,AS,KR
Gyeongsangbugdo,경상북도,AS,KR
Gyeongsangnamdo,경상남도,AS,KR
Jejudo,제주도,AS,KR
Al Ahmadi Governorate,알 아마디 주,AS,KW
Al Farwaniyah Governorate,알 파르와니야 주,AS,KW
Hawalli Governorate,하왈리 주,AS,KW
Al Jahra Governorate,알 자흐라 주,AS,KW
Mubarak Al-Kabeer Governorate,무바라크 알 카비르 주,AS,KW
Attapu Province,아타푸주,AS,LA
Bokeo Province,보커도,AS,LA
Bolikhamxai Province,볼리캄사이 주,AS,LA
Champasak Province,참파삭 주,AS,LA
Houaphan Province,후아판 주,AS,LA
Khammouan Province,캄무안주,AS,LA
Louang Namtha Province,루앙남타 주,AS,LA
Louangphabang Province,루앙파방주,AS,LA
Oudomxai Province,우돔싸이 주,AS,LA
Phongsali Province,퐁살리 주,AS,LA
Salavan Province,살라반 주,AS,LA
Savannakhet Province,사반나케트주,AS,LA
Xaignabouli Province,사이냐불리 주,AS,LA
Xekong Province,세콩주,AS,LA
Xiangkhoang Province,샹캉성,AS,LA
Xiasomboun Province,샤삼분성,AS,LA
Beirut Governorate,베이루트 주,AS,LB
Baalbek-Hermel Governorate,바알베크-헤르멜 주,AS,LB
Anse la Raye,안세 라 레이,NA,LC
Castries,캐스트리스,NA,LC
Choiseul,초이슬,NA,LC
Dauphin,황태자,NA,LC
Dennery,데너리,NA,LC
Gros Islet,그로스 아일렛,NA,LC
Laborie,라보리,NA,LC
Micoud,미쿠,NA,LC
Praslin,프랄린,NA,LC
Vieux Fort,비유 요새,NA,LC
Balzers,발저스,EU,LI
Eschen,에셴,EU,LI
Gamprin,감프린,EU,LI
Mauren,마우렌,EU,LI
Planken,플랑켄,EU,LI
Ruggell,루겔,EU,LI
Schaan,샨,EU,LI
Schellenberg,셸렌베르크,EU,LI
Triesen,트리젠,EU,LI
Triesenberg,트리센베르그,EU,LI
Vaduz,파두츠,EU,LI
Bong County,봉현,AF,LR
Bomi County,보미군,AF,LR
Grand Cape Mount County,그랜드 케이프 마운트 카운티,AF,LR
Grand Basaa County,그랜드 바사 카운티,AF,LR
Grand Gedeh County,그랜드 게데 카운티,AF,LR
Grand Kru County,그랜드 크루 카운티,AF,LR
Lofa County,로파 카운티,AF,LR
Margibi County,마르기비 카운티,AF,LR
Montserrado County,몬세라도 카운티,AF,LR
Maryland County,메릴랜드 카운티,AF,LR
Nimba County,님바 카운티,AF,LR
Rivercess County,리버세스 카운티,AF,LR
Sinoe County,시노에 카운티,AF,LR
Maseru District,마세루 지구,AF,LS
Butha-Buthe District,부타부테 지구,AF,LS
Leribe District,레리베 지구,AF,LS
Berea District,베뢰아 지구,AF,LS
Mafeteng District,마페텡 지구,AF,LS
Mohale's Hoek District,모할레 호엑 지구,AF,LS
Quthing District,취팅구,AF,LS
Qacha's Nek District,카차 네크 지구,AF,LS
Mokhotlong District,모코틀롱 지구,AF,LS
Thaba-Tseka District,타바-체카 지구,AF,LS
Kaunas County,카우나스 카운티,EU,LT
Utena County,우테나 군,EU,LT
Diekirch,디키르히,EU,LU
Grevenmacher,그레벤마허,EU,LU
Luxembourg,룩셈부르크,EU,LU
Aizkraukle Municipality,아이즈크라우클 지방자치단체,EU,LV
Balvi Municipality,발비 지방자치단체,EU,LV
Bauska Municipality,바우스카 지방자치단체,EU,LV
Dobele Municipality,도벨레 지방자치단체,EU,LV
Gulbene Municipality,굴베네 지방자치단체,EU,LV
Jelgava Municipality,옐가바 지방자치단체,EU,LV
Ludza Municipality,루자 지방자치단체,EU,LV
Madona Municipality,마도나 지방자치단체,EU,LV
Ogre Municipality,오우거 지방자치단체,EU,LV
Olaine Municipality,올라인 지방자치단체,EU,LV
Salaspils Municipality,살라스필스 지방자치단체,EU,LV
Saldus Municipality,살두스 지방자치단체,EU,LV
Saulkrasti Municipality,사울크라스티 지방자치단체,EU,LV
Sigulda Municipality,시굴다 지방자치단체,EU,LV
Smiltene Municipality,스밀테네 지방자치단체,EU,LV
Talsi Municipality,탈시 지방자치단체,EU,LV
Tukums Municipality,투쿰스 지방자치단체,EU,LV
Valka Municipality,발카 지방자치단체,EU,LV
Ventspils Municipality,벤츠필스 지방자치단체,EU,LV
South Kurzeme Municipality,사우스 쿠르제메 지방자치단체,EU,LV
Valmiera Municipality,발미에라 지방자치단체,EU,LV
Daugavpils (city),다우가프필스(도시),EU,LV
Jelgava (city),젤가바(도시),EU,LV
Ventspils (city),벤츠필스(도시),EU,LV
Darnah District,다르나 지구,AF,LY
Al Jabal al Gharbi District,알 자발 알 가르비 지구,AF,LY
Al Jufrah District,알 주프라 지구,AF,LY
Al Kufrah District,알 쿠프라 지구,AF,LY
Al Marj District,알 마르즈 지구,AF,LY
Murzuq District,무르주크 지구,AF,LY
An Nuqat al Khams District,안 누카트 알 캄스 지구,AF,LY
Surt District,수르트 지구,AF,LY
Agadir Province,아가디르 주,AF,MA
Assa-Zag Province,아사재그 주,AF,MA
Azilal Province,아질랄 주,AF,MA
Beni Mellal Province,베니멜랄 주,AF,MA
Berkane Province,베르카네 주,AF,MA
Ben Sllmane Province,벤슬마네 주,AF,MA
Boujdour Province,부이두르주,AF,MA
Boulemane Province,불르망 주,AF,MA
Chefchaouene Province,쉐프샤우엔주,AF,MA
Chichaoua Province,치차우아 주,AF,MA
Errachidia Province,에라시디아 주,AF,MA
Essaouira Province,에사우이라 주,AF,MA
Es Smara Province,에스마라 주,AF,MA
Figuig Province,피기그주,AF,MA
Guelmim Province,겔밈 주,AF,MA
El Hajeb Province,엘하제브주,AF,MA
Al Haouz Province,알 하우즈 주,AF,MA
Ifrane Province,이프란주,AF,MA
El Jadida Province,엘자디다 주,AF,MA
Jerada Province,제라다주,AF,MA
Kelaat Sraghna Province,켈라트스라그나 주,AF,MA
Khemisaet Province,케미시트 주,AF,MA
Khenifra Province,케니프라주,AF,MA
Khouribga Province,쿠리브가 주,AF,MA
Larache Province,라라슈주,AF,MA
Marrakech Province,마라케시 주,AF,MA
Nador Province,나도르 주,AF,MA
Ouarzazate Province,와르자자트 주,AF,MA
Oued ed Dahab (EH) Province,Oued Ed Dahab (EH) 주,AF,MA
Oujda Province,우지다 주,AF,MA
Safi Province,사피 주,AF,MA
Sefrou Province,세프로우 주,AF,MA
Settat Province,세타트 주,AF,MA
Sidl Kacem Province,시들카쳄 주,AF,MA
Taounate Province,타우나테 주,AF,MA
Taroudannt Province,타로단트 주,AF,MA
Tata Province,타타 주,AF,MA
Taza Province,타자 주,AF,MA
Tiznit Province,티즈니트 주,AF,MA
Tanger Province,탕헤르주,AF,MA
Tan-Tan Province,탄탄 주,AF,MA
Anenii Noi District,아네니 노이 지구,EU,MD
Bender (city),벤더(도시),EU,MD
Briceni District,브리세니 지구,EU,MD
Basarabeanca District,바사라빈카 지구,EU,MD
Cahul District,카훌 지구,EU,MD
Criuleni District,크리울레니 지구,EU,MD
Cantemir District,칸테미르 지구,EU,MD
Drochia District,드로키아 지구,EU,MD
Gagauzia (autonomous territorial unit),Gagauzia (자치 영토 단위),EU,MD
Glodeni District,글로데니 지구,EU,MD
Ialoveni District,이알로베니 지구,EU,MD
Leova District,레오바 지구,EU,MD
Nisporeni District,니스포레니 지구,EU,MD
Orhei District,오르헤이지구,EU,MD
Rezina District,레지나 지구,EU,MD
Soroca District,소로카 지구,EU,MD
Taraclia District,타라클리아 지구,EU,MD
Ungheni District,웅게니 지구,EU,MD
Andrijevica Municipality,안드리예비차 지방자치단체,EU,ME
Bar Municipality,바르 지방자치단체,EU,ME
Berane Municipality,베라네 지방자치단체,EU,ME
Bijelo Polje Municipality,비옐로 폴예 지방자치단체,EU,ME
Budva Municipality,부드바 지방자치단체,EU,ME
Cetinje Municipality,세티네 지방자치단체,EU,ME
Danilovgrad Municipality,다닐로브그라드 지방자치단체,EU,ME
Herceg-Novi Municipality,헤르체그노비 지방자치단체,EU,ME
Kotor Municipality,코토르 지방자치단체,EU,ME
Mojkovac Municipality,모이코바츠 지방자치단체,EU,ME
Plav Municipality,플라브 지방자치단체,EU,ME
Pljevlja Municipality,Pljevlja 지방자치단체,EU,ME
Podgorica Municipality,포드고리차 지방자치단체,EU,ME
Tivat Municipality,티바트 지방자치단체,EU,ME
Ulcinj Municipality,울치니 지방자치단체,EU,ME
Toamasina,토아마시나,AF,MG
Antsiranana,안트시라나나,AF,MG
Fianarantsoa,피아나란초아,AF,MG
Mahajanga,마하장가,AF,MG
Antananarivo,안타나나리보,AF,MG
Toliara,톨리아라,AF,MG
Ailuk,아이루크,OC,MH
Ailinglapalap,아일링라팔랍,OC,MH
Arno,아르노,OC,MH
Aur,오르,OC,MH
Bikini,비키니,OC,MH
Ebon,에본,OC,MH
Eniwetok,에니웨톡,OC,MH
Jaluit,잘루이트,OC,MH
Kili,킬리,OC,MH
Kwajalein,콰잘레인,OC,MH
Lae,래,OC,MH
Lib,도서관,OC,MH
Likiep,리킵,OC,MH
Majuro,마주로,OC,MH
Maloelap,말로랩,OC,MH
Mejit,메짓,OC,MH
Mili,밀리,OC,MH
Namorik,나모릭,OC,MH
Namu,나무,OC,MH
Rongelap,론겔랩,OC,MH
Ujae,우재,OC,MH
Ujelang,우제랑,OC,MH
Utirik,유티릭,OC,MH
Wotje,워체,OC,MH
Wotho,워토,OC,MH
Vardar Statistical Region,바르다르 통계 지역,EU,MK
Eastern Statistical Region,동부 통계 지역,EU,MK
